code,std_1y,var_1y,std_3y,var_3y,risk_std_1y,risk_std_3y,risk_var_3y
K55101BU8574,1.0210237264128157,0.2680765220075202,0.6930499986822095,0.246416449539294,1등급,1등급,3등급
K55101BX3903,1.0059328053643457,1.2931887323124391,0.48762199951269475,0.2432373382059771,1등급,2등급,3등급
K55101C30834,1.0336632061498132,0.23345905061642555,0.5736507249482032,0.24680417585501052,1등급,2등급,3등급
K55101C30842,1.0350998469296695,0.23471680158818536,0.5745395177520485,0.24811615663402722,1등급,2등급,3등급
K55101C30859,1.0343106452458746,0.2324945968163782,0.5740870633032659,0.2474459675211541,1등급,2등급,3등급
K55101CG5254,0.15944815197860177,0.3201288249537341,0.19143961943403145,0.278068371285664,4등급,4등급,3등급
K55101CJ9089,0.07703028806487265,0.22066227146258163,0.08059623943623606,0.24864429870209245,4등급,4등급,3등급
K55101CP7820,0.058220030738244395,0.05091019303580837,0.07007958701256206,0.21912158680621496,4등급,4등급,3등급
K55101CQ2382,0.05650884887647582,0.03607052942762823,0.06975997747166696,0.21589304526344316,4등급,4등급,3등급
K55101CQ8124,0.04897136808362556,0.04831932219210857,0.07095443861541034,0.1751774559238621,5등급,4등급,4등급
K55101CQ9536,0.04898683039451413,0.04925841671524848,0.07101659401967136,0.17547612943430255,5등급,4등급,4등급
K55101CQ9544,0.04961827255024724,0.0488956625525301,0.07170705461673005,0.1817705896981617,5등급,4등급,4등급
K55101CV7137,0.051673275617394744,0.10862620167338265,0.05741492778681432,0.11767471898355246,4등급,4등급,4등급
K55101DS2447,0.05436559074157683,0.12003909823483387,0.05436559074157683,0.12003909823483387,4등급,4등급,4등급
K55101DT4020,0.054400759394059854,0.12094551958247354,0.054400759394059854,0.12094551958247354,4등급,4등급,4등급
K55102B45550,0.1912996123230927,0.47370951403971623,0.23565844292239663,0.41802484822202846,4등급,3등급,2등급
K55102B45576,0.19112108309927422,0.4735801905033726,0.2356137954717737,0.4178796905361853,4등급,3등급,2등급
K55102B45584,0.15020382730405993,0.3098557456362443,0.20962076067830934,0.3389344897468262,4등급,3등급,3등급
K55102B45592,0.07125779516698913,0.07189166238720084,0.23743580934986172,0.3442745418292539,4등급,3등급,3등급
K55102BF6907,0.1913634057793155,0.4738534196768185,0.23569504428706015,0.4181925814885222,4등급,3등급,2등급
K55102BF6915,0.1911969686865956,0.47344169155610644,0.23562771589175158,0.4177543465011392,4등급,3등급,2등급
K55102BT6562,0.19125964792282174,0.4732417637160829,0.23562571336840057,0.41756872061790423,4등급,3등급,2등급
K55102BT6570,0.19032512645199942,0.47315061481013054,0.2350180922254912,0.41748124250736024,4등급,3등급,2등급
K55102BU6205,0.1501469459392475,0.30935320361593266,0.20981162753808816,0.3384614180067406,4등급,3등급,3등급
K55102BU6213,0.1501682060166446,0.3094586817610544,0.20961502961940487,0.33854479996982606,4등급,3등급,3등급
K55102BU6221,0.15022508099074275,0.31006736450617445,0.2097141495585643,0.339118032934555,4등급,3등급,3등급
K55102BU6239,0.15016935363163017,0.3095223662711964,0.20963487495010763,0.33860887515968946,4등급,3등급,3등급
K55102D19627,0.19895732975485447,0.43717038514855217,0.16939326143744665,0.3473057916548178,4등급,4등급,3등급
K55102D19635,0.19883074553750163,0.43656756235745725,0.16973728905213314,0.34746595290077087,4등급,4등급,3등급
K55102D25905,0.20037005768466717,0.43877669391322405,0.16997372752617165,0.347553775602453,3등급,4등급,3등급
K55102D25921,0.19882602809741703,0.4346570962211077,0.16874975383795904,0.3449041458407869,4등급,4등급,3등급
K55102D25939,0.20161237110493468,0.4330231728215041,0.17042072985321555,0.3461518783334484,3등급,4등급,3등급
K55102D26192,0.1994237766196186,0.43794715275089807,0.16954782548052133,0.3480504619949429,4등급,4등급,3등급
K55102D26895,0.1988988843992323,0.4369258404967743,0.16756829763966224,0.3517811020157594,4등급,4등급,3등급
K55102D26903,0.1993794972008827,0.44385718489691217,0.16926959085634055,0.3461304619701397,4등급,4등급,3등급
K55102D26911,0.16544182064763416,0.25234656382974047,0.16161100704361744,0.3097863333168645,4등급,4등급,3등급
