,code,std_3y,std_1y,var_3y,risk_std_3y,risk_std_1y,risk_var_3y
0,K55101C81274,0.024528324395997846,0.037712186590192626,0.039340865684586834,5등급,5등급,5등급
1,K55101C81308,0.0639652450105972,0.09154094184326063,0.11638043216023525,4등급,4등급,3등급
2,K55101CG7292,0.02216485316082369,0.0028480343397576193,0.006208551021988556,5등급,6등급,5등급
3,K55101CG7367,0.02083664582418914,0.0028330126618308373,0.006494352286736017,5등급,6등급,5등급
4,K55101CG7375,0.02121986320466929,0.002832873653837562,0.006388303171648588,5등급,6등급,5등급
5,K55101CG7383,0.021521866615916006,0.0028382503014461736,0.006316139125442838,5등급,6등급,5등급
6,K55101CG7391,0.021563050567430953,0.0028414593841822287,0.006315893598252358,5등급,6등급,5등급
7,K55101CH5253,0.021603855733985846,0.002836621198680918,0.0063488944408221955,5등급,6등급,5등급
8,K55101D01981,0.13063641668588982,0.14159105525802312,0.29686192844433223,3등급,3등급,1등급
9,K55101D02005,0.13075777970115998,0.1417593957762958,0.29892635769859277,3등급,3등급,1등급
10,K55101D02021,0.13078131514699115,0.1417934823333423,0.2994156695769947,3등급,3등급,1등급
13,K55104CC3961,0.02277438737792661,0.008682220290180741,0.024437248340311822,5등급,5등급,5등급
14,K55104CC4076,0.021742490359009006,0.008676253359877008,0.024607915879183984,5등급,5등급,5등급
15,K55104CC4092,0.021793194574128625,0.008679960464187326,0.02460531132703056,5등급,5등급,5등급
16,K55104CH3768,0.017296778343840347,0.002962247617610958,0.004701132681020466,5등급,6등급,6등급
17,K55104CH3818,0.016318915495307024,0.0029602521504233687,0.004952626703678166,5등급,6등급,6등급
18,K55104CH3834,0.016378808474408563,0.0029573017576226064,0.004915616309139806,5등급,6등급,6등급
19,K55104D88149,0.008816152155349902,0.00317410736011742,0.007899566104358314,5등급,6등급,5등급
20,K55104D88164,0.008814795723171518,0.0031659767041805876,0.007899604787165773,5등급,6등급,5등급
21,K55104D88198,0.008118324207726233,0.003170622065430032,0.008049288334476655,5등급,6등급,5등급
22,K55104D88214,0.008170299982914957,0.0031736832950567347,0.008079064050594855,5등급,6등급,5등급
