code,std_1y,var_1y,std_3y,var_3y,risk_std_1y,risk_std_3y,risk_var_3y
K55101B40934,0.031280088889314925,0.06810246222248352,0.026193545324957056,0.07393334636719247,5등급,5등급,4등급
K55101B43714,0.033216555787574424,0.07335222611856829,0.025927878270142028,0.06712149969456482,5등급,5등급,4등급
K55101B95151,0.03413168752224773,0.07841172293741587,0.026926721955899995,0.0578575544247081,5등급,5등급,4등급
K55101B95169,0.034150390547833365,0.0792121602915842,0.026620939321512563,0.05640726998974896,5등급,5등급,4등급
K55101BA9675,0.012923080810823238,0.033493643786271114,0.020878482145600435,0.021995996557849045,5등급,5등급,5등급
K55101BA9683,0.011192523331224582,0.03280527320190081,0.0257815004232022,0.022101405224539065,5등급,5등급,5등급
K55101BA9691,0.012131154021722735,0.03364985275304349,0.028403502899538274,0.022198902829203348,5등급,5등급,5등급
K55101BA9709,0.011441561128294496,0.033874103759235344,0.024678556781824484,0.022352674776311632,5등급,5등급,5등급
K55101BA9717,0.011519169801163666,0.0338595137046226,0.023140548394509325,0.02231823220346283,5등급,5등급,5등급
K55101BA9725,0.012282621285587611,0.03362628526293805,0.02404810436775821,0.022118202031092455,5등급,5등급,5등급
K55101BA9733,0.011712169395350004,0.0337696303514851,0.021444263467444796,0.022308210719485525,5등급,5등급,5등급
K55101BA9741,0.011988130358975667,0.033691901930219995,0.023714306181973756,0.02222829634513452,5등급,5등급,5등급
K55101BH5320,0.011676318685335701,0.033784432434732434,0.021983014636879874,0.022243153490844502,5등급,5등급,5등급
K55101BJ4834,0.03237716025686932,0.07163536033925591,0.02787648415680355,0.06548097031584875,5등급,5등급,4등급
K55101BL2982,0.004958174363198216,0.009835474767974023,0.0041429349166078894,0.006307123112106678,6등급,6등급,5등급
K55101BQ9602,0.04749174592973432,0.10932093296745739,0.031825305080207464,0.07649715454000151,5등급,5등급,4등급
K55101BT5714,0.028590127369397915,0.06336912252583887,0.026545326978489093,0.0608836896748072,5등급,5등급,4등급
K55101BT5789,0.03441052130961637,0.07990970896256169,0.028816742785297816,0.06639581047406844,5등급,5등급,4등급
K55101BT5797,0.03440251758392363,0.07964225087168461,0.029036202417843708,0.07095137594553245,5등급,5등급,4등급
K55101BT7249,0.011987300696595355,0.033715854330549674,0.02040924463321106,0.02221965091958931,5등급,5등급,5등급
K55101BT7256,0.011724699422094633,0.033792381123590995,0.020955752233852324,0.022296264946551583,5등급,5등급,5등급
K55101BT7264,0.011865690742456114,0.033780830016913434,0.020096074211973836,0.022239602126766345,5등급,5등급,5등급
K55101BT7272,0.011902560467310516,0.03371729250664485,0.020792841302435278,0.022221070324276098,5등급,5등급,5등급
K55101BV9522,0.023028450639368463,0.04367988249654367,0.02070565535214822,0.042182066009644005,5등급,5등급,5등급
K55101BV9563,0.023037725312077137,0.043859438070470394,0.020070392566001963,0.04231206493072821,5등급,5등급,5등급
K55101BV9571,0.02304143038347249,0.04368164242715685,0.020678599772291015,0.04218375832263165,5등급,5등급,5등급
K55101BV9589,0.023034753614121,0.04355871642113091,0.02447907343535677,0.042019740325532566,5등급,5등급,5등급
