code,std_1y,var_1y,std_3y,var_3y,risk_std_1y,risk_std_3y,risk_var_3y
K55101AZ6913,0.1916690955824128,0.4193506018944636,0.24612312915376128,0.6226062165614232,4등급,3등급,1등급
K55101B13881,0.2112349076862066,0.4723506959739222,0.24884617167986026,0.47941254539958184,3등급,3등급,2등급
K55101B38276,0.228276208368259,0.5812338076550647,0.2564837840456131,0.5891115992543909,3등급,3등급,2등급
K55101B38284,0.22864500435903432,0.5836914822006298,0.248904943589481,0.5879230087686051,3등급,3등급,2등급
K55101B38292,0.22852051647451488,0.5828790848599572,0.2509017112959402,0.5909505800933962,3등급,3등급,2등급
K55101B38300,0.22842756561186964,0.5823934616092112,0.2527263732293008,0.5904001461932371,3등급,3등급,2등급
K55101B41155,0.22036047999057617,0.5552627197671616,0.259361479470489,0.5776122626692621,3등급,3등급,2등급
K55101B41163,0.22066345033232654,0.5583222369360691,0.25262267353812323,0.5804137279721572,3등급,3등급,2등급
K55101B41221,0.23227326398580658,0.5847289793205095,0.24792168075792972,0.5502436635356686,3등급,3등급,2등급
K55101B54539,0.26924425629217213,0.6185594680205287,0.2788120948273212,0.6131881650346896,3등급,3등급,1등급
K55101B90814,0.20189099780016037,0.44507452827960015,0.2654498961718905,0.498474156785829,3등급,3등급,2등급
K55101B90822,0.19949650580807263,0.4481592394399831,0.2561807800794372,0.5009531427732216,4등급,3등급,2등급
K55101B90830,0.20012190775768424,0.44721323843441285,0.2588985328587491,0.500145028290112,3등급,3등급,2등급
K55101B90848,0.20041224543715858,0.44677380901016045,0.26046292623272327,0.49982374067533225,3등급,3등급,2등급
K55101B91408,0.20866972689155885,0.48998689368440934,0.2767617617746405,0.519005256019167,3등급,3등급,2등급
K55101BA8511,0.26796118538646524,0.5670295706188299,0.29462725246495364,0.5598218771182314,3등급,3등급,2등급
K55101BB3412,0.1365829818822064,0.30867062046960614,0.2340293990504409,0.23867791200132651,4등급,3등급,3등급
K55101BG2864,0.31190213356076607,0.7807194328294808,0.3240513235214436,0.7466777211349589,3등급,3등급,1등급
K55101BG4597,0.21882415581641018,0.5016110752866483,0.25993838472219266,0.4905718457570234,3등급,3등급,2등급
K55101BI4561,0.21606249705908112,0.4931029588483546,0.2517375228998892,0.4907892424137787,3등급,3등급,2등급
K55101BJ4859,0.20265623769490038,0.4703071505588538,0.2500173910304622,0.4782863094062892,3등급,3등급,2등급
K55101BJ4875,0.10303686660521752,0.16778908668901701,0.25478671946265546,0.25260761187800096,4등급,3등급,3등급
K55101BJ8819,0.20976564036547943,0.4963286726836732,0.24289813873636668,0.4813209433444413,3등급,3등급,2등급
K55101BM0357,0.25814429040847364,0.5947841724041874,0.25681028778919324,0.589803138902387,3등급,3등급,2등급
K55101BP0727,0.21886409026617604,0.502036091897426,0.25979832716725004,0.4908646654145672,3등급,3등급,2등급
K55101BP0735,0.16474360987265058,0.16542130764423243,0.26743720793875997,0.46032757615379244,4등급,3등급,2등급
K55101BP1063,0.1884390167776025,0.33503627453178564,0.24928372411341632,0.5137870628435649,4등급,3등급,2등급
K55101BP1071,0.24309894924191094,0.33695154557563894,0.16192941383871143,0.37222025775046463,3등급,4등급,3등급
K55101BP2244,0.07923274558900598,0.10997685735964549,0.2382855497973831,0.21808188115347052,4등급,3등급,3등급
K55101BP2269,0.2581529687270235,0.5948781923798132,0.2570278545046479,0.5899150087204329,3등급,3등급,2등급
K55101BQ0585,0.22967318504241674,0.526171713391118,0.25657768399336495,0.519096326637976,3등급,3등급,2등급
K55101BQ0593,0.21965273722919998,0.4911325632973227,0.26052707099013905,0.5049306510345094,3등급,3등급,2등급
K55101BS3561,0.20292865445238148,0.4721966363161579,0.24895539579037487,0.48017824011836086,3등급,3등급,2등급
K55101BS3579,0.2027601078794512,0.47123865078345917,0.2516936442473016,0.4926045049239616,3등급,3등급,2등급
K55101BS3587,0.202685201921216,0.4708714537895566,0.2500565123252365,0.4788375458117003,3등급,3등급,2등급
K55101BS9170,0.20275987795160136,0.471359547114279,0.2523494579708722,0.5038374685615042,3등급,3등급,2등급
K55101BT7488,0.2580971779851758,0.5942384709521588,0.25744826366914286,0.5891019377024379,3등급,3등급,2등급
K55101BT7496,0.22056311550683008,0.5572377033314188,0.2546648108308329,0.5794296010352028,3등급,3등급,2등급
K55101BU1561,0.11540122369438291,0.24763225549369872,0.23129519171068705,0.2391461222335473,4등급,3등급,3등급
K55101BU1595,0.19172642212536833,0.4202226362681815,0.243917031647309,0.6030460269569258,4등급,3등급,1등급
K55101BV0893,0.20181108407009993,0.4213623532828592,0.2321281456191646,0.3914075127806078,3등급,3등급,3등급
K55101BV0901,0.20175738670124893,0.42083867977106404,0.23196861567391,0.3908491808019033,3등급,3등급,3등급
K55101BV0919,0.2017860588013669,0.4210441801016688,0.23207971884927975,0.3910921263628295,3등급,3등급,3등급
K55101BV0927,0.20180269304164528,0.4213578931377926,0.23211362903638208,0.39140482214972155,3등급,3등급,3등급
K55101BV0935,0.3110194488268177,0.5895142909380049,0.1760025981267439,0.30682208702684777,3등급,4등급,3등급
K55101BV0950,0.20189938011161732,0.42235740420444295,0.2322677147335727,0.39239441725567736,3등급,3등급,3등급
K55101BV0968,0.20179470367309454,0.42130186850660245,0.23207877117036427,0.3913215033000353,3등급,3등급,3등급
K55101BV0976,0.20185536656101732,0.42187876311444983,0.2321231301117358,0.39188759348780866,3등급,3등급,3등급
K55101BV0984,0.20178408215561214,0.4210856356255249,0.23106183166916183,0.39110605981638064,3등급,3등급,3등급
K55101BV0992,0.20169697076757664,0.4202383457902667,0.23183219186987306,0.39014865413399763,3등급,3등급,3등급
K55101BV1008,0.20174715473206165,0.42070981373212785,0.2319380024249217,0.39073340064884815,3등급,3등급,3등급
K55101BV7658,0.17698632968078054,0.30027496472861726,0.2527511971217277,0.5193914061372181,4등급,3등급,2등급
K55101BV9654,0.19006230340463254,0.41646874858063976,0.22001626031422733,0.4286462569007697,4등급,3등급,2등급
K55101BV9688,0.17653638731896132,0.3114618892397593,0.2278963976979935,0.4585878907595788,4등급,3등급,2등급
K55101BW4969,0.1881235092672805,0.3335363402354704,0.2448769936040696,0.5106606318968544,4등급,3등급,2등급
K55101BW5016,0.20122984421716078,0.4305047934265797,0.2760483547792674,0.628531774594498,3등급,3등급,1등급
K55101BW5024,0.20112541043511126,0.4298211649126708,0.27420531627881534,0.5954639681872635,3등급,3등급,2등급
K55101BW5156,0.188380305159723,0.3347300318588833,0.24917323977274358,0.5134489673335485,4등급,3등급,2등급
K55101BW5164,0.19786594487845274,0.4711032884087772,0.23066888194460022,0.4684971941486364,4등급,3등급,2등급
K55101BW5180,0.25318817555284884,0.5545807756368131,0.27159033440151537,0.5243215991740513,3등급,3등급,2등급
K55101BW5206,0.20861962864822353,0.4896423189041273,0.27658606426905935,0.5186416213227053,3등급,3등급,2등급
K55101BW5305,0.2091031623535528,0.4841964769517736,0.25076928148966665,0.48714695743607356,3등급,3등급,2등급
K55101BX6377,0.21150213026215475,0.4784875533998629,0.1759041499047672,0.42533433341781596,3등급,4등급,2등급
K55101BX9207,0.25762499186490834,0.6507087928397913,0.27274483245718917,0.5845752655541375,3등급,3등급,2등급
K55101BX9462,0.285738599279276,0.7226113818135935,0.24784057532521606,0.6347940444852533,3등급,3등급,1등급
K55101BZ4370,0.17935169531823236,0.31582697956735467,0.1458389974604185,0.2946575551919025,4등급,4등급,3등급
K55101BZ6581,0.28569541635577445,0.7221839471295158,0.24780440799199965,0.6343868852810467,3등급,3등급,1등급
K55101C12907,0.591054944026899,1.247999965119122,0.5980789882995416,1.278787784117967,2등급,2등급,1등급
K55101C12915,0.5914099679612795,1.2501863651200702,0.5984738448170884,1.2810456318190737,2등급,2등급,1등급
K55101C12923,0.591338181749117,1.2495549289068293,0.5984073839116575,1.2803374489220074,2등급,2등급,1등급
K55101C12931,0.5918168038364108,1.2519916862962999,0.5989706665766814,1.2828236915209024,2등급,2등급,1등급
K55101C12949,0.5914140286649751,1.2502654949474445,0.5984303956353411,1.2809585264188987,2등급,2등급,1등급
K55101C12964,0.5911971788907838,1.2486132416304774,0.5025836600122495,1.0768249346823962,2등급,2등급,1등급
K55101C12972,0.5912355114577083,1.2492500385069643,0.5983153491038069,1.2800431130582588,2등급,2등급,1등급
K55101C16411,0.14865441136412766,0.27393043071665774,0.14865441136412766,0.27393043071665774,4등급,4등급,3등급
K55101C16429,0.143651296533803,0.24406758391988795,0.143651296533803,0.24406758391988795,4등급,4등급,3등급
K55101C16437,0.14248978296316625,0.24013878773162217,0.14248978296316625,0.24013878773162217,4등급,4등급,3등급
K55101C16445,0.14224906014308647,0.24151202170331196,0.14224906014308647,0.24151202170331196,4등급,4등급,3등급
K55101C16452,0.14247524673815393,0.24050043779183794,0.14247524673815393,0.24050043779183794,4등급,4등급,3등급
K55101C16486,0.14244516940374,0.2400646253147422,0.14244516940374,0.2400646253147422,4등급,4등급,3등급
K55101C29141,0.20399350663340593,0.42764638920057924,0.23543056398032539,0.39607239581614373,3등급,3등급,3등급
K55101C35296,0.2200259355624865,0.49949122110317473,0.25269937667932924,0.4890913465864065,3등급,3등급,2등급
K55101C35304,0.21867799985131467,0.5003008035289217,0.25214403144353437,0.48994367744857514,3등급,3등급,2등급
K55101C35312,0.21907086302263953,0.5000142292353376,0.25233431427761355,0.4896690459582033,3등급,3등급,2등급
K55101C35338,0.21702202534870532,0.5014393508780147,0.25142096367668715,0.4911792817894182,3등급,3등급,2등급
K55101C35346,0.21815311572867419,0.5005996974570547,0.25196886603250307,0.490307033995313,3등급,3등급,2등급
K55101C35379,0.21793625787381465,0.500798504902717,0.2518563283049793,0.49044093748060075,3등급,3등급,2등급
K55101C35387,0.21867098477560037,0.5002712219523623,0.25216750099631263,0.4899468841970403,3등급,3등급,2등급
K55101C35395,0.21796153969232285,0.5007764594548731,0.25197520710222554,0.49040424502445434,3등급,3등급,2등급
K55101C35403,0.21868725598225783,0.5002958688020497,0.25219632105063683,0.48991894029108185,3등급,3등급,2등급
K55101C35411,0.21509918807445,0.49969126596357316,0.15453520264979168,0.4282126652713121,3등급,4등급,2등급
K55101C35429,0.21910795838895036,0.5000293125216863,0.25234610220203263,0.48964054984423017,3등급,3등급,2등급
